"No.","HS Code","HS Description","Suppl. Unit","Special Permission","Duty Tax Rate","Excise Tax Rate","VAT Rate","Sur Tax Rate","With Hold Rate","Second Schedule 1","Second Schedule 2","Export Duty Tax Rate"
"2611.0","42060000","articles of gut(other than silk-worm gut) of goldbeater's skin,of bladders or of tendons","UN","","35","0","15","10","3","0","0","0"
"2612.0","42061000","Articles of catgut","","","20","0","15","10","3","0","0","0"
"2613.0","42069000","Articles of gut (excl. silk-worm or cat-gut), of goldbeater's skin, etc","","","35","0","15","10","3","0","0","0"
"2614.0","43011000","-Raw furskins of mink, whole","","MOA","10","0","15","10","3","0","0","0"
"2615.0","43013000","Raw furskins of specified types of lamb, whole","","MOA","10","0","15","10","3","0","0","0"
"2616.0","43016000","Raw furskins of fox, whole","","MOA","10","0","15","10","3","0","0","0"
"2617.0","43017000","Raw furskins of seal, whole","","MOA","10","0","15","10","3","0","0","0"
"2618.0","43018000","Raw furskins, nes","","MOA","10","0","15","10","3","0","0","0"
"2619.0","43019000","-Heads, tails, paws and other pieces of raw furskin","","MOA","10","0","15","10","3","0","0","0"
"2620.0","43021100","--Tanned or dressed whole skins of mink, not assembled","","","30","0","15","10","3","0","0","0"
"2621.0","43021300","Tanned or dressed whole skins of lamb, not assembled","","","30","0","15","10","3","0","0","0"
"2622.0","43021900","--other","","","30","0","15","10","3","0","0","0"
"2623.0","43022000","Tanned or dressed heads, tails, paws and other pieces, not assembled","","","30","0","15","10","3","0","0","0"
"2624.0","43023000","-Tanned or dressed whole furskins and other pieces thereof, assembled","","","30","0","15","10","3","0","0","0"
"2625.0","43031000","-Articles of apparel and clothing accessories of furskins","UN","","35","0","15","10","3","0","0","0"
"2626.0","43039000","-other","UN","","35","0","15","10","3","0","0","0"
"2627.0","43040000","Artificial fur and articles thereof","","","35","0","15","10","3","0","0","0"
"2628.0","44011000","-Fuel wood, in logs, in billets... or in similar forms","","","00","0","15","0","3","0","0","0"
"2629.0","44012100","--Coniferous","","","00","0","15","0","3","0","0","0"
"2630.0","44012200","--Non-coniferous","","","00","0","15","0","3","0","0","0"
"2631.0","44013000","Sawdust, wood waste and scrap (incl. agglomerated)","","","00","0","15","0","3","0","0","0"
"2632.0","44013100","--WOOD PELLETS","","","00","0","15","0","3","0","0","0"
"2633.0","44013900","--OTHER","","","00","0","15","0","3","0","0","0"
"2634.0","44020000","Wood charcoal","","","00","0","15","0","3","0","0","0"
"2635.0","44021000","-of bamboo","","","00","0","15","0","3","0","0","0"
"2636.0","44029000","-other","","","00","0","15","0","3","0","0","0"
"2637.0","44031000","WOOD IN THE ROUGH..., TREATED WITH PAINT, STAINS, CREOSOTE, ETC","M3","","00","0","15","0","3","0","0","0"
"2638.0","44032000","-other,coniferous","M3","","00","0","15","0","3","0","0","0"
"2639.0","44034100","--Dark red meranti, light red meranti and meranti bakau","M3","","00","0","15","0","3","0","0","0"
"2640.0","44034900","--OTHER","M3","","00","0","15","0","3","0","0","0"
"2641.0","44039100","--OAK WOOD (QUERCUS SPP.) IN THE ROUGH, (EXCL. TREATED)","M3","","00","0","15","0","3","0","0","0"
"2642.0","44039200","--BEECH WOOD (FAGUS SPP.) IN THE ROUGH, (EXCL. TREATED)","M3","","00","0","15","0","3","0","0","0"
"2643.0","44039900","--other","M3","","00","0","15","0","3","0","0","0"
"2644.0","44041000","-Coniferous hoopwood; split poles, etc; wooden sticks, etc; chipwood","","","05","0","15","10","3","0","0","0"
"2645.0","44042000","-Non-coniferous hoopwood; split poles, etc; wooden sticks, etc; chipwood","","","05","0","15","10","3","0","0","0"
"2646.0","44050000","Wood wool; wood flour","KGM","","00","0","15","0","3","0","0","0"
"2647.0","44061000","RAILWAY OR TRAMWAY SLEEPERS (CROSS-TIES) OF WOOD, NOT IMPREGNATED.","M3","","00","0","15","0","3","0","0","0"
"2648.0","44069000","-Other","M3","","00","0","15","0","3","0","0","0"
"2649.0","44071000","CONIFEROUS WOOD SAWN OR CHIPPED LENGTHWISE, SLICED OR PEELED, >6MM THICK.","M3","","00","0","15","0","3","0","0","0"
"2650.0","44072100","--Mahogany(swietenia spp.)","M3","","00","0","15","0","3","0","0","0"
"2651.0","44072200","--virola,lmbuia & balsa"".","M3","","00","0","15","0","3","0","0","0"
"2652.0","44072400","VIROLA,MAHOGANY,(SWIETONIA SPP.),IMBUIA/BALSA SAWN LENGTHWISE >6MM THICK","","","00","0","15","0","3","0","0","0"
"2653.0","44072500","--Dark Red Meranti,Light Redmeranti and Meranti Bakau","M3","","00","0","15","0","3","0","0","0"
"2654.0","44072600","--WHITE LAUAN,WHITE MERANTI,WHITE SERAYA, YELLOW MERANTI AND ALAN","M3","","00","0","15","0","3","0","0","0"
"2655.0","44072700","--Sapelli","M3","","00","0","15","0","3","0","0","0"
"2656.0","44072800","--Iroko","M3","","00","0","15","0","3","0","0","0"
"2657.0","44072900","--OTHER","M3","","00","0","15","0","3","0","0","0"
"2658.0","44079100","-- OF OAK WOOD (QUERCUS SPP.) SAWN/CHIPPED LENGTHWISE SLICED OR PEELED >6M THICK","M3","","00","0","15","0","3","0","0","0"
"2659.0","44079200","--OF BEECH (FAGUS SPP.)","M3","","00","0","15","0","3","0","0","0"
"2660.0","44079300","--of maple(Acer spp.)","M3","","00","0","15","0","3","0","0","0"
"2661.0","44079400","--of cherry(prunus spp.)","M3","","00","0","15","0","3","0","0","0"
"2662.0","44079500","--of ash(fraxinus spp.)","M3","","00","0","15","0","3","0","0","0"
"2663.0","44079900","--other","M3","","00","0","15","0","3","0","0","0"
"2664.0","44081000","-Coniferous","KGM","","05","0","15","10","3","0","0","0"
"2665.0","44083100","--DARK RED MERANTI,LIGHT RED MERANTI & MERANTI BAKAU","KGM","","05","0","15","10","3","0","0","0"
"2666.0","44083900","--Other","","","05","0","15","10","3","0","0","0"
"2667.0","44089000","-other","","","05","0","15","10","3","0","0","0"
"2668.0","44091000","-Coniferous","","","05","0","15","10","3","0","0","0"
"2669.0","44092000","Non-coniferous wood, continuously shaped along any of its edges or faces","","","05","0","15","10","3","0","0","0"
"2670.0","44092100","--of bamboo","KGM","","05","0","15","10","3","0","0","0"
"2671.0","44092900","--other","","","05","0","15","10","3","0","0","0"
"2672.0","44101100","--particle board","KGM","","10","0","15","10","3","0","0","0"
"2673.0","44101200","--oriented strand board(OSB)","KGM","","10","0","15","10","3","0","0","0"
"2674.0","44101900","--OTHER","M2","","10","0","15","10","3","0","0","0"
"2675.0","44102100","ORIENTED STRAND BOARD AND WAFERBOARD ,OF WOOD:UNWORKED/ NOT FURTHER WORKED","","","10","0","15","10","3","0","0","0"
"2676.0","44102900","ORIENTED STRAND BOARD&WAFER BOARD OF WOOD:(EXCLUDING 441021)","","","10","0","15","10","3","0","0","0"
"2677.0","44103100","PARTICLE BOARD OF WOOD :UNWORKED OR NOT FURTHER WORKED THAN SANDED","","","10","0","15","10","3","0","0","0"
"2678.0","44103200","PARTICLE BOARD OF WOOD :SURFACE COVERED WITH MELAMINE IMPREGNATED PAPER","","","10","0","15","10","3","0","0","0"
"2679.0","44103300","PARTICLE BOARD OF WOOD :SURFACE COVERED WITH DECORATIVE LAMINATES OF PLAST","","","10","0","15","10","3","0","0","0"
"2680.0","44103900","OTHER PARTICLE BOARD OF WOOD :","","","10","0","15","10","3","0","0","0"
"2681.0","44109000","-other","M2","","10","0","15","10","3","00","0","0"
"2682.0","44111100","Fibreboard of a density >0.8g/cm3, not worked or surface covered","M2","","10","0","15","10","3","0","0","0"
"2683.0","44111200","--of a thickness not exceeding 5mm","KGM","","10","0","15","10","3","0","0","0"
"2684.0","44111300","--of thickness exceeding 5mm but not exceeding 9mm","KGM","","10","0","15","10","3","0","0","0"
"2685.0","44111400","--of thickness exceeding 9mm","KGM","","10","0","15","10","3","0","0","0"
"2686.0","44111900","Fibreboard of a density >0.8g/cm3, nes","","","10","0","15","10","3","0","0","0"
"2687.0","44112100","Fibreboard of a density >0.5g/cm3 but =<0.8g/cm3, not worked...","","","10","0","15","10","3","0","0","0"
"2688.0","44112900","Fibreboard of a density >0.5g/cm3 but =<0.8g/cm3, nes","","","10","0","15","10","3","0","0","0"
"2689.0","44113100","Fibreboard of a density >0.35g/cm3 but =<0.5g/cm3, not worked...","","","10","0","15","10","3","0","0","0"
"2690.0","44113900","Fibreboard of a density >0.35g/cm3 but =<0.5g/cm3, nes","","","10","0","15","10","3","0","0","0"
"2691.0","44119100","Fibreboard of a density =<0.35g/cm3, not worked or surface covered","","","10","0","15","10","3","0","0","0"
"2692.0","44119200","--of a density exceeding 0.8g/cubic cm","KGM","","10","0","15","10","3","0","0","0"
"2693.0","44119300","--of a density exceeding 0.5 g/cubic cm but not exceeding 0.8 g.cubic cm","KGM","","10","0","15","10","3","0","0","0"
"2694.0","44119400","--of a density not exceeding 0.5g/cubic cm""","M2","","10","0","15","10","3","0","0","0"
"2695.0","44119900","Fibreboard of a density =<0.35g/cm3, nes","M2","","10","0","15","10","3","0","0","0"
"2696.0","44121000","- of bamboo","M3","","10","0","15","10","3","0","0","0"
"2697.0","44121300","PLYWOOD WITH>=1 OUTER PLY TROPICAL WOOD(SPFD SUBHD NOTE1) EACH PLY=<6MM TH","","","10","0","15","10","3","0","0","0"
"2698.0","44121400","Plywood with >=1 outer ply of non-coniferous wood, nes, each ply =<6mm","","","10","0","15","10","3","0","0","0"
"2699.0","44121900","PLYWOOD, EACH PLY =<6MM THICK, NES","MTQ","","10","0","15","10","3","0","0","0"
"2700.0","44122200","PLYWOOD WITH>=1 OUTER PLY NONCONIF.WOOD & >=1 PLY TROP.WOOD(SN CH44) >6MM","","","10","0","15","10","3","0","0","0"
"2701.0","44122300","PLYWOOD WITH >=1 OUTER PLY OF NON-CONIF.WOOD & >=1 PLY PARTICLEBOARD > 6MM","","","10","0","15","10","3","0","0","0"
"2702.0","44122900","PLYWOOD >6MM WITH>=1 PLY NON-CONIFRS WOOD;VEN'RD PANELS/LAMINATED WOOD NES","MTQ","","10","0","15","10","3","0","0","0"
"2703.0","44123100","--With atleast one outer ply of tropical wood specfied in subheading note 2 to this Chap","M3","","10","0","15","10","3","0","0","0"
"2704.0","44123200","__other,with atlast one outer ply of non-coniferous wood.","M3","","10","0","15","10","3","0","0","0"
"2705.0","44123900","--other","M3","","10","0","15","10","3","0","0","0"
"2706.0","44129200","PLYWOOD,VENEERED PANELS/SIMILAR LAMINATED WOOD,WITH >= 1 PLY TROP.WOOD NES","","","10","0","15","10","3","0","0","0"
"2707.0","44129300","PLYWOOD,VENEERD PANELS & SIMLR LAMIN'TD WOOD,WITH>=1 LAYER PARTCLBOARD NES","","","10","0","15","10","3","0","0","0"
"2708.0","44129400","-- blackboard,laminboard and batten borad","","","10","0","15","10","3","0","0","0"
"2709.0","44129900","--other","M2","","10","0","15","10","3","0","0","0"
"2710.0","44130000","Densified wood, in blocks, plates, strips or profile shapes.","","","05","0","15","10","3","00","0","0"
"2711.0","44140000","Wooden frames for paintings, photographs, mirrors or similar objects.","UN","","30","0","15","10","3","0","0","0"
"2712.0","44151000","-Cases, boxes, crates, drums and similar packings; cable-drums","UN","","10","0","15","10","3","05","0","0"
"2713.0","44152000","-Pallets, box pallets and other load boards ; pallet collars","UN","","10","0","15","10","3","0","0","0"
"2714.0","44160000","Casks, barrets, vats, tubs, etc, and parts thereof, of wood,including staves","UN","","10","0","15","10","3","0","0","0"
"2715.0","44170010","--- TOOLS , TOOL BODIES AND BOOT OR SHOE LAST OF WOOD.","UN","","05","0","15","10","3","00","0","0"
"2716.0","44170020","--- TOOL HANDLES","UN","","10","0","15","10","3","0","0","0"
"2717.0","44170090","--- OTHER","UN","","30","0","15","10","3","10","0","0"
"2718.0","44181000","Windows, french-windows and their frames","UN","","30","0","15","10","3","0","0","0"
"2719.0","44182000","-Doors and their frames and thresholds","UN","","30","0","15","10","3","0","0","0"
"2720.0","44183000","Parquet panels, of wood","","","30","0","15","10","3","0","0","0"
"2721.0","44184000","-Shuttering forconcrete constructional work","UN","","30","0","15","10","3","0","0","0"
"2722.0","44185000","-Shingles and shakes","M2","","30","0","15","10","3","0","0","0"
"2723.0","44186000","-posts and beams","KGM","","30","0","15","10","3","0","0","0"
"2724.0","44187100","--For mosaic floors","KGM","","30","0","15","10","3","0","0","0"
"2725.0","44187200","--Other,multilayer","KGM","","30","0","15","10","3","0","0","0"
"2726.0","44187900","--Other","M2","","30","0","15","10","3","0","0","0"
"2727.0","44189000"," -Other","UN","","30","0","15","10","3","0","0","0"
"2728.0","44190010","---hand made","KGM","","35","0","15","10","3","0","0","0"
"2729.0","44190090","---Other","UN","","35","0","15","10","3","0","0","0"
"2730.0","44201010","---HAND MADE","KGM","","35","0","15","10","3","0","0","0"
"2731.0","44201090","---OTHER","UN","","35","0","15","10","3","0","0","0"
"2732.0","44209010","--- CIGAR ,CIGARETTE OR JEWELLERY CASES","UN","","35","0","15","10","3","0","0","0"
"2733.0","44209090","--- OTHER","UN","","35","0","15","10","3","0","0","0"
"2734.0","44211000","-Clothes hangers","UN","","35","0","15","10","3","0","0","0"
"2735.0","44219010","---IDENTIFIABLE SHIP & BOAT,OF WOOD","KGM","","05","0","15","10","3","0","0","0"
"2736.0","44219020","--- SPLINTS FOR EXECULISIVE USE IN THE MANUFACTUER OF MATCH STICS.","","","05","0","15","10","3","05","0","0"
"2737.0","44219030","--- SPOOLS ,COPS, BOBBING SEWING THREAD REELS ...ETC ,OF WOOD","KGM","","10","0","15","10","3","05","00","0"
"2738.0","44219090","--- OTHER","UN","","35","0","15","10","3","00","0","0"
"2739.0","45011000","-Natural cork, raw or simply prepared-","KGM","","05","0","15","10","3","0","0","0"
"2740.0","45019000","-other","","","05","0","15","10","3","0","0","0"
"2741.0","45020000","Natural cork, debacked or roughly squared..., etc","KGM","","05","0","15","10","3","00","0","0"
"2742.0","45031000","-Corks and stoppers of natural cork","UN","","05","0","15","10","3","0","0","0"
"2743.0","45039010","--- WASHER AND GASKETS  FOR ROAD MOTOR VEHICLES","","","20","0","15","10","3","0","0","0"
"2744.0","45039090","--- OTHER","","","05","0","15","10","3","0","0","0"
"2745.0","45041000","Blocks..., tiles of any shape, solid cylinders, of agglomerated cork","KGM","","05","0","15","10","3","0","0","0"
"2746.0","45049010","--- WASHERS AND GASKETS FOR ROAD MOTOR VEHICLES OF AGGLOMERATED CORK","KGM","","20","0","15","10","3","0","0","0"
"2747.0","45049090","--- OTHER","","","05","0","15","10","3","0","0","0"
"2748.0","46012000","Mats, matting and screens of vegetable materials","","","20","0","15","10","3","0","0","0"
"2749.0","46012100","-- Of bamboo","KGM","","20","0","15","10","3","0","0","0"
"2750.0","46012200","-- Of rattan","KGM","","20","0","15","10","3","0","0","0"
"2751.0","46012900","--Other","","","20","0","15","10","3","0","0","0"
"2752.0","46019100","Vegetable plaiting material... in sheet form","","","20","0","15","10","3","0","0","0"
"2753.0","46019200","--of bamboo","KGM","","20","0","15","10","3","0","0","0"
"2754.0","46019300","--Of rattan","KGM","","20","0","15","10","3","0","0","0"
"2755.0","46019400","-- Of other vegetable materials.","","","20","0","15","10","3","0","0","0"
"2756.0","46019900","--Other","","","20","0","15","10","3","0","0","0"
"2757.0","46021010","---HAND MADE PF VEGETABLE MATERIALS","","","30","0","15","10","3","0","0","0"
"2758.0","46021090","---OTHER ARTICLES OF VEGETABLE PLAINTING MATERIALS,ARTICLES OF LOOFAH","UN","","30","0","15","10","3","0","0","0"
"2759.0","46021110","---Hand made of bamboo","KGM","","30","0","15","10","3","0","0","0"
"2760.0","46021190","---Other","UN","","30","0","15","10","3","0","0","0"
"2761.0","46021210","--Hand made of rattan","KGM","","30","0","15","10","3","0","0","0"
"2762.0","46021290","---Other","UN","","30","0","15","10","3","0","0","0"
"2763.0","46021910","---Hand made","KGM","","30","0","15","10","3","0","0","0"
"2764.0","46021990","---Other","UN","","30","0","15","10","3","0","0","0"
"2765.0","46029000","-Other","UN","","30","0","15","10","3","0","0","0"
"2766.0","47010000","Mechanical wood pulp.","","","00","0","15","0","3","0","0","0"
"2767.0","47020000","Chemical wood pulp, dissolving grades.","","","00","0","15","0","3","0","0","0"
"2768.0","47031100","Unbleached coniferous chemical wood pulp, soda or sulphate, other than dissolving grades","","","00","0","15","0","3","0","0","0"
"2769.0","47031900","Unbleached non-coniferous chemical wood pulp, soda or sulphate, nes","KGM","","00","0","15","0","3","0","0","0"
"2770.0","47032100","Semi-bleached or bleached coniferous chemical wood pulp, soda..., nes","KGM","","00","0","15","0","3","0","0","0"
"2771.0","47032900","-- Non-coniferous chemical wood pulp, soda or sulphate other than dissolving grades.","","","00","0","15","0","3","0","0","0"
"2772.0","47041100","-- coniferous","","","00","0","15","0","3","0","0","0"
"2773.0","47041900","-- Non-coniferous","","","00","0","15","0","3","0","0","0"
"2774.0","47042100","Semi-bleached or bleached coniferous chemical wood pulp, sulphite, nes","KGM","","00","0","15","0","3","0","0","0"
"2775.0","47042900","-Semi-bleached or bleached non-coniferous chemical wood pulp, sulphite, nes","","","00","0","15","0","3","0","0","0"
"2776.0","47050000","WOOD PULP OBTAINED BY A COMBINATION OF MECHANICAL AND CHEMICAL PULPING PROCESSES.","","","00","0","15","0","3","0","0","0"
"2777.0","47061000","-Cotton linters pulp","","","00","0","15","0","3","0","0","0"
"2778.0","47062000","-PULPS OF FIBRES DERIVED FROM RECOVERED (WASTE AND SCRAP) PAPER/PAPERBOARD","","","00","0","15","0","3","0","0","0"
"2779.0","47063000","-other, of bamboo","","","00","0","15","0","3","0","0","0"
"2780.0","47069100","--Mechanical pulp of fibrous cellulosic material (excl. wood)nes","","","00","0","15","0","3","0","0","0"
"2781.0","47069200","--Chemical pulp of fibrous cellulosic material (excl. wood)nes","","","00","0","15","0","3","0","0","0"
"2782.0","47069300","--OBTAINED BY A COMBINATION OF MECHANICAL & CHEMICAL PROCESSSES","","","00","0","15","0","3","0","0","0"
"2783.0","47071000","-RECOVERED (WASTE/SCRAP) UNBLEACHED KRAFT PAPER,PAPERBOARD, OF...PAPERBOARD","","","05","0","15","0","3","00","0","0"
"2784.0","47072000","-RECOVERED (WASTE/SCRAP) OTHER PAPER/PAPERBOARD OF BLEACHED CHEMICAL PULP","","","05","0","15","0","3","00","0","0"
"2785.0","47072200","--virola,lmbuia and balsa","MTQ","","00","0","15","0","3","0","0","0"
"2786.0","47073000","-RECOVERED (WASTE/SCRAP) PAPER OR PAPERBOARD MADE MAINLY OF MECHANICAL PULP","","","05","0","15","0","3","00","0","0"
"2787.0","47079000","-other ,including unsorted waste and scrap","","","05","0","15","0","3","00","0","0"
"2788.0","48010000","Newsprint, in rolls or sheets","","","05","0","15","0","3","00","0","0"
"2789.0","48021000","-Hand-made paper and paperboard","","","10","0","15","10","3","0","0","0"
"2790.0","48022000","-Paper and paperboard as a base for photo-sensitive... paper","","","05","0","15","0","3","0","0","0"
"2791.0","48023000","Carbonizing base paper, uncoated, in rolls or sheets","","","05","0","15","0","3","0","0","0"
"2792.0","48024000","-Wallpaper base, uncoated, in rolls or sheets","","","05","0","15","0","3","0","0","0"
"2793.0","48025400","--PAPER AND PAPERBOARD,NOT CONTAINING FIBRES ...WEIGHING LESS THAN 40G/M2","","","10","0","15","10","3","05","0","0"
"2794.0","48025500","--PAPER AND PAPERBOARD,NOT CONTAI.FIBRES...WEIGHT>=40G/M2 BUT<150G/M2 INROLL","","","10","0","15","10","3","05","0","0"
"2795.0","48025600","--PAPER&PAPERBOARD,NOT CONTAIN..FIBRES:WEIGHT>=40G/M2 BUT<150G/M2IN SHEETS","","","10","0","15","10","3","05","0","0"
"2796.0","48025700","--OTHER PAPER&PAPERBOARD ...WEIGHT>=40G/M2 BUT <150G/M2 ;NES","","","10","0","15","10","3","05","0","0"
"2797.0","48025800","--PAPER AND PAPERBOARD,NOT CONTAINING FIBRES...WEIGHING MORE THAN 150G/M2","","","10","0","15","10","3","05","0","0"
"2798.0","48026100","--OTHER PAPER& PAPERBOARD ...TOTAL FIBRES CONTENT>10% BY WEIGHT ...IN ROLLS","","","05","0","15","0","3","0","0","0"
"2799.0","48026200","OTHER PAPER& PAPERBOARD insheet with one side not exceeding 435mm and notexceeding297mm","","","10","0","15","10","3","05","0","0"
"2800.0","48026900","--OTHER","","","10","0","15","10","3","05","0","0"
"2801.0","48030000","Toilet... similar paper, in rolls or sheets","","","05","0","15","0","3","0","0","0"
"2802.0","48030010","---Not exceeding 36 cm of width","","","05","0","15","10","3","0","0","0"
"2803.0","48030090","---Others","","","05","0","15","0","3","0","0","0"
"2804.0","48041100","--Unbleached kraftliner, uncoated, in rolls or sheets","","","10","0","15","10","3","05","0","0"
"2805.0","48041900","--other","","","10","0","15","10","3","05","0","0"
"2806.0","48042100","--Unbleached sack kraft paper, uncoated, in rolls or sheets","","","10","0","15","10","3","0","0","0"
"2807.0","48042900","--other","","","10","0","15","10","3","00","0","0"
"2808.0","48043100","--Unbleached kraft paper..., weighing =<150g/m2","","","10","0","15","10","3","0","0","0"
"2809.0","48043900","--other","","","10","0","15","10","3","0","0","0"
"2810.0","48044100","--Unbleached kraft paper..., weighing >150g/m2 but <225g/m2","","","10","0","15","10","3","0","0","0"
"2811.0","48044200","Kraft paper..., weighing >150g/m2 but <225g/m2, bleached uniformally","","","10","0","15","10","3","0","0","0"
"2812.0","48044900","--other","","","10","0","15","10","3","0","0","0"
"2813.0","48045110","--- UNBLEACHED PAPERBOARD EXCEEDING 360 G/M  >=225GM","","","10","0","15","10","3","0","0","0"
"2814.0","48045190","---other","","","10","0","15","10","3","0","0","0"
"2815.0","48045200","Kraft paper..., weighing >=225g/m2, bleached uniformally","","","10","0","15","10","3","05","0","0"
"2816.0","48045900","--other","","","10","0","15","10","3","05","0","0"
"2817.0","48051100","--SEMI-CHEMICAL FLUTING PAPER, IN ROLLS OR SHEETS","","","10","0","15","10","3","05","0","0"
"2818.0","48051200","--STRAW FLUTING PAPER,IN ROLLS OR SHEETS","","","10","0","15","10","3","0","0","0"
"2819.0","48051900","--OTHER","","","10","0","15","10","3","00","0","0"
"2820.0","48052400","--TESTLINER(RECYCLED LINER BOARD) WEIGHING 150G/M2 OR LESS,IN ROLLS OR SHEET","","","10","0","15","10","3","05","0","0"
"2821.0","48052500","--TESLINER(RECUCLED LINER BOARD):WEIGHING MORE THAN 150G/M2,IN ROLS OR SHEET","","","10","0","15","10","3","05","0","0"
"2822.0","48053000","-Sulphite wrapping paper, in rolls or sheets","","","10","0","15","10","3","00","0","0"
"2823.0","48054000","-Filter paper and paperboard, in rolls or sheets","","","10","0","15","10","3","0","0","0"
"2824.0","48055000","-Felt paper and paperboard, in rolls or sheets","","","10","0","15","10","3","0","0","0"
"2825.0","48059100","--OTHER PAPER OR PAPERBOARD WT>150G/M2 OR LESS, IN ROLLS OR SHEETS","","","10","0","15","10","3","0","0","0"
"2826.0","48059200","--OTHER PAPER OR PAPERBOARD WT >150G/M2 BUT <225G/M2 ,IN ROLLS OR SHEETS","","","10","0","15","10","3","0","0","0"
"2827.0","48059300","--OTHER PAPER PAPERBOARD ..,WT >225G/M2 , IN ROLLS OR SHEETS","","","10","0","15","10","3","0","0","0"
"2828.0","48061000","-Vegetable parchment, in rolls or sheets","","","10","0","15","10","3","0","0","0"
"2829.0","48062000","-Greaseproof papers, in rolls or sheets","","","10","0","15","10","3","0","0","0"
"2830.0","48063000","-Tracing papers, in rolls or sheets","","","10","0","15","10","3","0","0","0"
"2831.0","48064000","-Glassine and other glazed transparent or translucent papers, nes","","","10","0","15","10","3","0","0","0"
"2832.0","48070000","COMPOSITE PAPER...STICKING WITH ADHESIVE,NOT COATED/IMPREGNATED...IN ROLLS","","","10","0","15","10","3","00","0","0"
"2833.0","48081010","--- CORRUGATED  PAPERBOARD EXCEEDING  360 G/M2","","","10","0","15","10","3","00","0","0"
"2834.0","48081090","--- other","","","10","0","15","10","3","0","0","0"
"2835.0","48082000","Sack kraft paper, creped or crinkled, in rolls or sheets","","","10","0","15","10","3","0","0","0"
"2836.0","48083000","Kraft paper, creped or crinkled, (excl. sack), in rolls or sheets","","","10","0","15","10","3","0","0","0"
"2837.0","48084000","-kraft paper, creped or crinkled,whether or not embossed or perforated","","","10","0","15","10","3","00","0","0"
"2838.0","48089010","--- PAPERBOARD CORRUGATED ,CREPED ,ETC .. EXCEEDING 360 G/M2","","","10","0","15","10","3","0","0","0"
"2839.0","48089090","---other","","","10","0","15","10","3","00","0","0"
"2840.0","48091000","Carbon or similar copying papers, in rolls or sheets","","","10","0","15","10","3","0","0","0"
"2841.0","48092000","-Self-copy paper, in rolls or sheets","","","10","0","15","10","3","0","0","0"
"2842.0","48099000","-other","","","10","0","15","10","3","0","0","0"
"2843.0","48101300","--PAPER AND PAPERBOARD ...USED FOR WRITING/PRINTING...IN ROLLS","","","05","0","15","0","3","00","0","0"
"2844.0","48101400","--PAPER AND PAPERBOARD ...USED FOR WRITING/PRINTING ...IN SHEETS","","","10","0","15","10","3","0","0","0"
"2845.0","48101900","--OTHET","","","10","0","15","10","3","00","0","0"
"2846.0","48102200","--Light weight coated paper","","","10","0","15","10","3","0","0","0"
"2847.0","48102900","--other","","","10","0","15","10","3","05","0","0"
"2848.0","48103100","--Kraft paper..., bleached, >95% chemical fibres, =<150g/m2, coated...","","","10","0","15","10","3","0","0","0"
"2849.0","48103210","--- KRAFT PAPERBOARD  EXCEEDING 360 G/M2","","","10","0","15","10","3","0","0","0"
"2850.0","48103290","---other","","","10","0","15","10","3","0","0","0"
"2851.0","48103910","--- KRAFT PAPERBOARD ,COATED ...,NES, 360G/M2","","","10","0","15","10","3","0","0","0"
"2852.0","48103990","---other","","","10","0","15","10","3","0","0","0"
"2853.0","48109210","---Silvered or gilded paper or paperboard","","","10","0","15","10","3","0","0","0"
"2854.0","48109220","---Paperboard exceeding 360g/m2","","","10","0","15","10","3","05","0","0"
"2855.0","48109290","---Other","","","10","0","15","10","3","05","0","0"
"2856.0","48109910","--- SLIVERED OR GILDED PAPER OR PAPERBOARD","","","10","0","15","10","3","0","0","0"
"2857.0","48109920","---paperboard exceeding 360/gm2","","","10","0","15","10","3","05","0","0"
"2858.0","48109990","--- OTHER","","","10","0","15","10","3","05","0","0"
"2859.0","48111000","-Tarred, bituminized or asphalted paper and paperboard","","","10","0","15","10","3","0","0","0"
"2860.0","48114100","--SELF ADHESIVE PAPER AND PAPERBOARD","","","10","0","15","10","3","05","00","0"
"2861.0","48114900","--other","","","10","0","15","10","3","05","00","0"
"2862.0","48115110","---paperboard exceeding 360/gm2","","","10","0","15","10","3","0","0","0"
"2863.0","48115190","--- OTHER","","","10","0","15","10","3","00","0","0"
"2864.0","48115990","--- OTHER","","","10","0","15","10","3","00","0","0"
"2865.0","48116000","-PAPER/PAPERBOARD ,COATED IMPREGNATED OR COVERED WITH WAX ,PARAFIN WAX","","","10","0","15","10","3","00","0","0"
"2866.0","48119010","--- PAPERBOARD ,COATED SURFACE -DECORATED OR PRINTED ,EXC 360 G/M2","","","10","0","15","10","3","05","00","0"
"2867.0","48119090","---other","","","10","0","15","10","3","05","00","0"
"2868.0","48120000","Filter blocks, slabs and plates, of paper pulp","","","10","0","15","10","3","00","0","0"
"2869.0","48131000","-Cigarette paper in the form of booklets or tubes","","","10","0","15","10","3","0","0","0"
"2870.0","48132000","-Cigarette paper in rolls of a width =<5cm","","","10","0","15","10","3","0","0","0"
"2871.0","48139000","-other","","","10","0","15","10","3","0","0","0"
"2872.0","48141000","Ingrain paper","","","20","0","15","10","3","0","0","0"
"2873.0","48142000","-Wallpaper, etc, of paper coated with a... layer of plastics","","","20","0","15","10","3","0","0","0"
"2874.0","48143000","Wallpaper, etc, consisting of paper covered with plaiting material","","","20","0","15","10","3","0","0","0"
"2875.0","48149000","-other","","","20","0","15","10","3","0","0","0"
